ESG Bond Type;Issue Year;Issued Amount (USD);TRBC Sector;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;24784800;Private Entity;
Green Bond;2022;7987794;Private Entity;
Green Bond;2022;13620242;Private Entity;
Green Bond;2022;1372080898;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;600000000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;309810000;Private Entity;
Green Bond;2022;53144376;Private Entity;
Green Bond;2022;143545300;Private Entity;
Green Bond;2022;1200000000;Private Entity;
Green Bond;2022;91411021;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;71220633;Private Entity;
Green Bond;2022;89025791;Private Entity;
Green Bond;2022;61922061;Private Entity;
Green Bond;2022;7800000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;99050000;Private Entity;
Green Bond;2022;29524653;Private Entity;
Green Bond;2022;75464449;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;1372080898;Private Entity;
Green Bond;2022;50000000;Private Entity;
Green Bond;2022;250000000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;111957009;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;97928370;Private Entity;
Green Bond;2022;60000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;66769343;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;310000000;Private Entity;
Green Bond;2022;1234872808;Private Entity;
Green Bond;2022;29524653;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;245851260;Private Entity;
Green Bond;2022;39790346;Private Entity;
Green Bond;2022;2600000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;1239240;Private Entity;
Green Bond;2022;14105671;Private Entity;
Green Bond;2022;23839779;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;46650751;Private Entity;
Green Bond;2022;85069016;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;1900000;Private Entity;
Green Bond;2022;45705510;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;23050959;Private Entity;
Green Bond;2022;359794901;Private Entity;
Green Bond;2022;15200000;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;82562748;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;20654000;Private Entity;
Green Bond;2022;413080000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;14890800;Private Entity;
Green Bond;2022;6204500;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;940000;Private Entity;
Green Bond;2022;34401145;Private Entity;
Green Bond;2022;122925630;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;31557861;Private Entity;
Green Bond;2022;686040449;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;119013877;Private Entity;
Green Bond;2022;222344055;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;86441097;Private Entity;
Green Bond;2022;100000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;686040449;Private Entity;
Green Bond;2022;2744161796;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;1410000;Private Entity;
Green Bond;2022;686040449;Private Entity;
Green Bond;2022;70000000;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;12183236;Private Entity;
Green Bond;2022;12183236;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;89025791;Private Entity;
Green Bond;2022;82562748;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;27520916;Private Entity;
Green Bond;2022;1032700000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;44512895;Private Entity;
Green Bond;2022;59049306;Private Entity;
Green Bond;2022;44512895;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;100000000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;54883236;Private Entity;
Green Bond;2022;319938572;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;173680939;Private Entity;
Green Bond;2022;91411021;Private Entity;
Green Bond;2022;63987714;Private Entity;
Green Bond;2022;1054765000;Private Entity;
Green Bond;2022;140000000;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;164649708;Private Entity;
Green Bond;2022;1372080898;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;59417163;Private Entity;
Green Bond;2022;31993857;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;88573959;Private Entity;
Green Bond;2022;38418265;Private Entity;
Green Bond;2022;22852755;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;14340554;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;5650000;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;7819882;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;100000000;Private Entity;
Green Bond;2022;91411021;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;36564408;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;66769343;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;46239126;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;1500000;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;16238559;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;30458090;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;89185258;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;3086740;Private Entity;
Green Bond;2022;137453266;Private Entity;
Green Bond;2022;2109530;Private Entity;
Green Bond;2022;206406869;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;1646497077;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;260695371;Private Entity;
Green Bond;2022;6680000;Private Entity;
Green Bond;2022;25817500;Private Entity;
Green Bond;2022;2058121347;Private Entity;
Green Bond;2022;7595509;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;74092368;Private Entity;
Green Bond;2022;3201370;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;68802290;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;258175000;Private Entity;
Green Bond;2022;1898884;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;2323575;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;2400000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;1036831;Private Entity;
Green Bond;2022;33025099;Private Entity;
Green Bond;2022;66769343;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;54883236;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;253834966;Private Entity;
Green Bond;2022;13760458;Private Entity;
Green Bond;2022;44512895;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;2744161796;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;44512895;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;34302022;Private Entity;
Green Bond;2022;1032700000;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;73128816;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;274416180;Government;
Green Bond;2022;6880229;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;73128816;Private Entity;
Green Bond;2022;85000000;Private Entity;
Green Bond;2022;48161603;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;33025099;Private Entity;
Green Bond;2022;6880229;Private Entity;
Green Bond;2022;236419617;Private Entity;
Green Bond;2022;27520916;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;56255317;Private Entity;
Green Bond;2022;11706629;Private Entity;
Green Bond;2022;1032700000;Private Entity;
Green Bond;2022;92787810;Private Entity;
Green Bond;2022;8366548;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;60371560;Private Entity;
Green Bond;2022;253000000;Private Entity;
Green Bond;2022;434315000;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;774525000;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;51548783;Government;
Green Bond;2022;686040449;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;1372080898;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;1372080898;Private Entity;
Green Bond;2022;121832359;Private Entity;
Green Bond;2022;4116242694;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;51635000;Private Entity;
Green Bond;2022;5370040;Private Entity;
Green Bond;2022;4113496;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;6196;Private Entity;
Green Bond;2022;3098100;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;20000000;Private Entity;
Green Bond;2022;830352577;Private Entity;
Green Bond;2022;137604579;Private Entity;
Green Bond;2022;722890000;Private Entity;
Green Bond;2022;27772401;Private Entity;
Green Bond;2022;18282204;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;50276061;Private Entity;
Green Bond;2022;13711653;Private Entity;
Green Bond;2022;5275032;Private Entity;
Green Bond;2022;188130000;Private Entity;
Green Bond;2022;564390000;Private Entity;
Green Bond;2022;2000000;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;54846612;Private Entity;
Green Bond;2022;127975429;Private Entity;
Green Bond;2022;164943919;Private Entity;
Green Bond;2022;16850000;Private Entity;
Green Bond;2022;36564408;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;1100000;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;671255000;Private Entity;
Green Bond;2022;2200000;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;774525000;Private Entity;
Green Bond;2022;309810000;Private Entity;
Green Bond;2022;1181331778;Private Entity;
Green Bond;2022;901220844;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;151343844;Private Entity;
Green Bond;2022;71220633;Private Entity;
Green Bond;2022;7804169;Private Entity;
Green Bond;2022;139918847;Private Entity;
Green Bond;2022;219925225;Private Entity;
Green Bond;2022;44512895;Private Entity;
Green Bond;2022;44512895;Private Entity;
Green Bond;2022;309810000;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;26707737;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;25817500;Private Entity;
Green Bond;2022;6880229;Private Entity;
Green Bond;2022;30713898;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;51635000;Private Entity;
Green Bond;2022;36564408;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;1549050000;Private Entity;
Green Bond;2022;1032700000;Private Entity;
Green Bond;2022;54846612;Private Entity;
Green Bond;2022;141383444;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;41134959;Private Entity;
Green Bond;2022;22852755;Private Entity;
Green Bond;2022;619620000;Private Entity;
Green Bond;2022;309810000;Private Entity;
Green Bond;2022;279837694;Private Entity;
Green Bond;2022;129087500;Private Entity;
Green Bond;2022;1282580820;Private Entity;
Green Bond;2022;2836490443;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;774525000;Private Entity;
Green Bond;2022;170179661;Private Entity;
Green Bond;2022;50000000;Private Entity;
Green Bond;2022;3102250;Private Entity;
Green Bond;2022;309810000;Private Entity;
Green Bond;2022;37142014;Private Entity;
Green Bond;2022;36549708;Private Entity;
Green Bond;2022;219925225;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;91411021;Private Entity;
Green Bond;2022;182822041;Private Entity;
Green Bond;2022;154905000;Private Entity;
Green Bond;2022;59049306;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;1240900;Private Entity;
Green Bond;2022;111282238;Private Entity;
Green Bond;2022;1000000000;Private Entity;
Green Bond;2022;1000000000;Private Entity;
